PassengerId,Survived,Pclass,Sex,Age,Fare,Cabin,Embarked,Title,FamilySize
320,1,1,1,3.0,3.0,1.6,1,2,0.8
321,0,3,0,1.0,0.0,2.0,0,0,0.0
322,0,3,0,2.0,0.0,2.0,0,0,0.0
323,1,2,1,2.0,0.0,1.8,2,1,0.0
324,1,2,1,1.0,1.0,1.8,0,2,0.8
325,0,3,0,2.0,2.0,2.0,0,0,4.0
326,1,1,1,2.0,3.0,0.8,1,1,0.0
327,0,3,0,3.0,0.0,2.0,0,0,0.0
328,1,2,1,2.0,0.0,1.2,0,2,0.0
329,1,3,1,2.0,1.0,2.0,0,2,0.8
330,1,1,1,0.0,2.0,0.4,1,1,0.4
331,1,3,1,1.0,1.0,2.0,2,1,0.8
332,0,1,0,3.0,1.0,0.8,0,0,0.0
333,0,1,0,3.0,3.0,0.8,0,0,0.4
334,0,3,0,0.0,1.0,2.0,0,0,0.8
335,1,1,1,2.0,3.0,0.8,0,2,0.4
336,0,3,0,2.0,0.0,2.0,0,0,0.0
337,0,1,0,2.0,2.0,0.8,0,0,0.4
338,1,1,1,3.0,3.0,1.6,1,1,0.0
339,1,3,0,3.0,0.0,2.0,0,0,0.0
340,0,1,0,3.0,2.0,2.8,0,0,0.0
341,1,2,0,0.0,1.0,2.0,0,3,0.8
342,1,1,1,1.0,3.0,0.8,0,1,2.0
343,0,2,0,2.0,0.0,1.8,0,0,0.0
344,0,2,0,1.0,0.0,1.8,0,0,0.0
345,0,2,0,2.0,0.0,1.8,0,0,0.0
346,1,2,1,1.0,0.0,2.0,0,1,0.0
347,1,2,1,3.0,0.0,1.8,0,1,0.0
348,1,3,1,2.0,0.0,2.0,0,2,0.4
349,1,3,0,0.0,0.0,2.0,0,3,0.8
350,0,3,0,3.0,0.0,2.0,0,0,0.0
351,0,3,0,1.0,0.0,2.0,0,0,0.0
352,0,1,0,2.0,2.0,0.8,0,0,0.0
353,0,3,0,0.0,0.0,2.0,1,0,0.8
354,0,3,0,1.0,1.0,2.0,0,0,0.4
355,0,3,0,2.0,0.0,2.0,1,0,0.0
356,0,3,0,2.0,0.0,2.0,0,0,0.0
357,1,1,1,1.0,2.0,1.6,0,1,0.4
358,0,2,1,3.0,0.0,1.8,0,1,0.0
359,1,3,1,1.0,0.0,2.0,2,1,0.0
360,1,3,1,1.0,0.0,2.0,2,1,0.0
361,0,3,0,3.0,1.0,2.0,0,0,2.0
362,0,2,0,2.0,1.0,1.8,1,0,0.4
363,0,3,1,3.0,0.0,2.0,1,2,0.4
364,0,3,0,2.0,0.0,2.0,0,0,0.0
365,0,3,0,2.0,0.0,2.0,2,0,0.4
366,0,3,0,2.0,0.0,2.0,0,0,0.0
367,1,1,1,3.0,2.0,1.2,1,2,0.4
368,1,3,1,2.0,0.0,2.0,1,2,0.0
369,1,3,1,1.0,0.0,2.0,2,1,0.0
370,1,1,1,1.0,2.0,0.4,1,3,0.0
371,1,1,0,1.0,2.0,1.6,1,0,0.4
372,0,3,0,1.0,0.0,2.0,0,0,0.4
373,0,3,0,1.0,0.0,2.0,0,0,0.0
374,0,1,0,1.0,3.0,0.8,1,0,0.0
375,0,3,1,0.0,1.0,2.0,0,1,1.6
376,1,1,1,2.0,2.0,0.8,1,2,0.4
377,1,3,1,1.0,0.0,2.0,0,1,0.0
378,0,1,0,2.0,3.0,0.8,1,0,0.8
379,0,3,0,1.0,0.0,2.0,1,0,0.0
380,0,3,0,1.0,0.0,2.0,0,0,0.0
381,1,1,1,3.0,3.0,0.8,1,1,0.0
382,1,3,1,0.0,0.0,2.0,1,1,0.8
383,0,3,0,2.0,0.0,2.0,0,0,0.0
384,1,1,1,2.0,2.0,0.8,0,2,0.4
385,0,3,0,2.0,0.0,2.0,0,0,0.0
386,0,2,0,1.0,2.0,1.8,0,0,0.0
387,0,3,0,0.0,2.0,2.0,0,3,2.8
388,1,2,1,2.0,0.0,1.8,0,1,0.0
389,0,3,0,2.0,0.0,2.0,2,0,0.0
390,1,2,1,1.0,0.0,1.8,1,1,0.0
391,1,1,0,2.0,3.0,0.4,0,0,1.2
392,1,3,0,1.0,0.0,2.0,0,0,0.0
393,0,3,0,2.0,0.0,2.0,0,0,0.8
394,1,1,1,1.0,3.0,1.2,1,1,0.4
395,1,3,1,1.0,0.0,2.4,0,2,0.8
396,0,3,0,1.0,0.0,2.0,0,0,0.0
397,0,3,1,2.0,0.0,2.0,0,1,0.0
398,0,2,0,3.0,1.0,1.8,0,0,0.0
399,0,2,0,1.0,0.0,1.8,0,3,0.0
400,1,2,1,2.0,0.0,1.8,0,2,0.0
401,1,3,0,3.0,0.0,2.0,0,0,0.0
402,0,3,0,1.0,0.0,2.0,0,0,0.0
403,0,3,1,1.0,0.0,2.0,0,1,0.4
404,0,3,0,2.0,0.0,2.0,0,0,0.4
405,0,3,1,1.0,0.0,2.0,0,1,0.0
406,0,2,0,2.0,1.0,1.8,0,0,0.4
407,0,3,0,3.0,0.0,2.0,0,0,0.0
408,1,2,0,0.0,1.0,1.8,0,3,0.8
409,0,3,0,1.0,0.0,2.0,0,0,0.0
410,0,3,1,1.0,1.0,2.0,0,1,1.6
411,0,3,0,2.0,0.0,2.0,0,0,0.0
412,0,3,0,2.0,0.0,2.0,2,0,0.0
413,1,1,1,2.0,2.0,0.8,2,1,0.4
414,0,2,0,2.0,0.0,1.8,0,0,0.0
415,1,3,0,3.0,0.0,2.0,0,0,0.0
416,0,3,1,2.0,0.0,2.0,0,2,0.0
417,1,2,1,2.0,2.0,1.8,0,2,0.8
418,1,2,1,1.0,0.0,1.8,0,1,0.8
419,0,2,0,2.0,0.0,1.8,0,0,0.0
420,0,3,1,0.0,1.0,2.0,0,1,0.8
421,0,3,0,2.0,0.0,2.0,1,0,0.0
422,0,3,0,1.0,0.0,2.0,2,0,0.0
423,0,3,0,2.0,0.0,2.0,0,0,0.0
424,0,3,1,2.0,0.0,2.0,0,2,0.8
425,0,3,0,1.0,1.0,2.0,0,0,0.8
426,0,3,0,2.0,0.0,2.0,0,0,0.0
427,1,2,1,2.0,1.0,1.8,0,2,0.4
428,1,2,1,1.0,1.0,1.8,0,1,0.0
429,0,3,0,2.0,0.0,2.0,2,0,0.0
430,1,3,0,2.0,0.0,1.6,0,0,0.0
431,1,1,0,2.0,1.0,0.8,0,0,0.0
432,1,3,1,2.0,0.0,2.0,0,2,0.4
433,1,2,1,3.0,1.0,1.8,0,2,0.4
434,0,3,0,1.0,0.0,2.0,0,0,0.0
435,0,1,0,3.0,2.0,1.6,0,0,0.4
436,1,1,1,0.0,3.0,0.4,0,1,1.2
437,0,3,1,1.0,2.0,2.0,0,1,1.6
438,1,2,1,1.0,1.0,1.8,0,2,2.0
439,0,1,0,4.0,3.0,0.8,0,0,2.0
440,0,2,0,2.0,0.0,1.8,0,0,0.0
441,1,2,1,3.0,1.0,1.8,0,2,0.8
442,0,3,0,1.0,0.0,2.0,0,0,0.0
443,0,3,0,1.0,0.0,2.0,0,0,0.4
444,1,2,1,2.0,0.0,1.8,0,3,0.0
445,1,3,0,2.0,0.0,2.0,0,0,0.0
446,1,1,0,0.0,2.0,0.0,0,3,0.8
447,1,2,1,0.0,1.0,1.8,0,1,0.4
448,1,1,0,2.0,1.0,0.8,0,0,0.0
449,1,3,1,0.0,1.0,2.0,1,1,1.2
450,1,1,0,3.0,2.0,0.8,0,3,0.0
451,0,2,0,2.0,1.0,1.8,0,0,1.2
452,0,3,0,2.0,1.0,2.0,0,0,0.4
453,0,1,0,2.0,1.0,0.8,1,0,0.0
454,1,1,0,3.0,2.0,0.8,1,0,0.4
455,0,3,0,2.0,0.0,2.0,0,0,0.0
456,1,3,0,2.0,0.0,2.0,1,0,0.0
457,0,1,0,4.0,1.0,1.6,0,0,0.0
458,1,1,1,2.0,2.0,1.2,0,2,0.4
459,1,2,1,3.0,0.0,1.8,0,1,0.0
460,0,3,0,2.0,0.0,2.0,2,0,0.0
461,1,1,0,3.0,1.0,1.6,0,0,0.0
462,0,3,0,2.0,0.0,2.0,0,0,0.0
463,0,1,0,3.0,2.0,1.6,0,0,0.0
464,0,2,0,3.0,0.0,1.8,0,0,0.0
465,0,3,0,2.0,0.0,2.0,0,0,0.0
466,0,3,0,3.0,0.0,2.0,0,0,0.0
467,0,2,0,2.0,0.0,1.8,0,0,0.0
468,0,1,0,3.0,1.0,0.8,0,0,0.0
469,0,3,0,2.0,0.0,2.0,2,0,0.0
470,1,3,1,0.0,1.0,2.0,1,1,1.2
471,0,3,0,2.0,0.0,2.0,0,0,0.0
472,0,3,0,3.0,0.0,2.0,0,0,0.0
473,1,2,1,2.0,1.0,1.8,0,2,1.2
474,1,2,1,1.0,0.0,1.2,1,2,0.0
475,0,3,1,1.0,0.0,2.0,0,1,0.0
476,0,1,0,2.0,2.0,0.0,0,0,0.0
477,0,2,0,2.0,1.0,1.8,0,0,0.4
478,0,3,0,2.0,0.0,2.0,0,0,0.4
479,0,3,0,1.0,0.0,2.0,0,0,0.0
480,1,3,1,0.0,0.0,2.0,0,1,0.4
481,0,3,0,0.0,2.0,2.0,0,3,2.8
482,0,2,0,2.0,0.0,1.8,0,0,0.0
483,0,3,0,3.0,0.0,2.0,0,0,0.0
484,1,3,1,4.0,0.0,2.0,0,2,0.0
485,1,1,0,1.0,2.0,0.4,1,0,0.4
486,0,3,1,1.0,1.0,2.0,0,1,1.6
487,1,1,1,2.0,2.0,0.8,0,2,0.4
488,0,1,0,3.0,1.0,0.4,1,0,0.0
489,0,3,0,2.0,0.0,2.0,0,0,0.0
490,1,3,0,0.0,0.0,2.0,0,3,0.8
491,0,3,0,2.0,1.0,2.0,0,0,0.4
492,0,3,0,1.0,0.0,2.0,0,0,0.0
493,0,1,0,3.0,2.0,0.8,0,0,0.0
494,0,1,0,4.0,2.0,0.8,1,0,0.0
495,0,3,0,1.0,0.0,2.0,0,0,0.0
496,0,3,0,2.0,0.0,2.0,1,0,0.0
